sample_id,alpha,lambda,pair_label,label,cascade_size
290,3.0,2.0,"α=3.0,λ=2.0",false,16
291,control,control,control,true,22
291,control,control,control,false,88
291,1.5,1.0,"α=1.5,λ=1.0",true,18
291,1.5,1.0,"α=1.5,λ=1.0",false,83
291,2.0,1.5,"α=2.0,λ=1.5",true,18
291,2.0,1.5,"α=2.0,λ=1.5",false,81
291,3.0,2.0,"α=3.0,λ=2.0",true,19
291,3.0,2.0,"α=3.0,λ=2.0",false,86
292,control,control,control,true,20
292,control,control,control,false,34
292,1.5,1.0,"α=1.5,λ=1.0",true,5
292,1.5,1.0,"α=1.5,λ=1.0",false,29
292,2.0,1.5,"α=2.0,λ=1.5",true,5
292,2.0,1.5,"α=2.0,λ=1.5",false,29
292,3.0,2.0,"α=3.0,λ=2.0",true,6
292,3.0,2.0,"α=3.0,λ=2.0",false,30
293,control,control,control,true,84
293,control,control,control,false,40
293,1.5,1.0,"α=1.5,λ=1.0",true,3
293,1.5,1.0,"α=1.5,λ=1.0",false,40
293,2.0,1.5,"α=2.0,λ=1.5",true,4
293,2.0,1.5,"α=2.0,λ=1.5",false,40
293,3.0,2.0,"α=3.0,λ=2.0",true,13
293,3.0,2.0,"α=3.0,λ=2.0",false,40
294,control,control,control,true,26
294,control,control,control,false,73
294,1.5,1.0,"α=1.5,λ=1.0",true,18
294,1.5,1.0,"α=1.5,λ=1.0",false,54
294,2.0,1.5,"α=2.0,λ=1.5",true,19
294,2.0,1.5,"α=2.0,λ=1.5",false,60
294,3.0,2.0,"α=3.0,λ=2.0",true,24
294,3.0,2.0,"α=3.0,λ=2.0",false,65
295,control,control,control,true,69
295,control,control,control,false,21
295,1.5,1.0,"α=1.5,λ=1.0",true,68
295,1.5,1.0,"α=1.5,λ=1.0",false,19
295,2.0,1.5,"α=2.0,λ=1.5",true,68
295,2.0,1.5,"α=2.0,λ=1.5",false,19
295,3.0,2.0,"α=3.0,λ=2.0",true,68
295,3.0,2.0,"α=3.0,λ=2.0",false,19
296,control,control,control,true,26
296,control,control,control,false,74
296,1.5,1.0,"α=1.5,λ=1.0",true,12
296,1.5,1.0,"α=1.5,λ=1.0",false,74
296,2.0,1.5,"α=2.0,λ=1.5",true,16
296,2.0,1.5,"α=2.0,λ=1.5",false,74
296,3.0,2.0,"α=3.0,λ=2.0",true,19
296,3.0,2.0,"α=3.0,λ=2.0",false,74
297,control,control,control,true,20
297,control,control,control,false,86
297,1.5,1.0,"α=1.5,λ=1.0",true,19
297,1.5,1.0,"α=1.5,λ=1.0",false,18
297,2.0,1.5,"α=2.0,λ=1.5",true,17
297,2.0,1.5,"α=2.0,λ=1.5",false,43
297,3.0,2.0,"α=3.0,λ=2.0",true,16
297,3.0,2.0,"α=3.0,λ=2.0",false,60
298,control,control,control,true,80
298,control,control,control,false,81
298,1.5,1.0,"α=1.5,λ=1.0",true,75
298,1.5,1.0,"α=1.5,λ=1.0",false,2
298,2.0,1.5,"α=2.0,λ=1.5",true,75
298,2.0,1.5,"α=2.0,λ=1.5",false,2
298,3.0,2.0,"α=3.0,λ=2.0",true,75
298,3.0,2.0,"α=3.0,λ=2.0",false,2
299,control,control,control,true,77
299,control,control,control,false,91
299,1.5,1.0,"α=1.5,λ=1.0",true,76
299,1.5,1.0,"α=1.5,λ=1.0",false,89
299,2.0,1.5,"α=2.0,λ=1.5",true,76
299,2.0,1.5,"α=2.0,λ=1.5",false,89
299,3.0,2.0,"α=3.0,λ=2.0",true,76
299,3.0,2.0,"α=3.0,λ=2.0",false,89
300,control,control,control,true,33
300,control,control,control,false,85
300,1.5,1.0,"α=1.5,λ=1.0",true,28
300,1.5,1.0,"α=1.5,λ=1.0",false,22
300,2.0,1.5,"α=2.0,λ=1.5",true,28
300,2.0,1.5,"α=2.0,λ=1.5",false,52
300,3.0,2.0,"α=3.0,λ=2.0",true,28
300,3.0,2.0,"α=3.0,λ=2.0",false,59
301,control,control,control,true,42
301,control,control,control,false,77
301,1.5,1.0,"α=1.5,λ=1.0",true,37
301,1.5,1.0,"α=1.5,λ=1.0",false,74
301,2.0,1.5,"α=2.0,λ=1.5",true,38
301,2.0,1.5,"α=2.0,λ=1.5",false,75
301,3.0,2.0,"α=3.0,λ=2.0",true,39
301,3.0,2.0,"α=3.0,λ=2.0",false,77
302,control,control,control,true,55
302,control,control,control,false,70
302,1.5,1.0,"α=1.5,λ=1.0",true,48
302,1.5,1.0,"α=1.5,λ=1.0",false,2
302,2.0,1.5,"α=2.0,λ=1.5",true,49
302,2.0,1.5,"α=2.0,λ=1.5",false,2
302,3.0,2.0,"α=3.0,λ=2.0",true,51
302,3.0,2.0,"α=3.0,λ=2.0",false,23
303,control,control,control,true,51
303,control,control,control,false,28
303,1.5,1.0,"α=1.5,λ=1.0",true,18
303,1.5,1.0,"α=1.5,λ=1.0",false,21
303,2.0,1.5,"α=2.0,λ=1.5",true,22
303,2.0,1.5,"α=2.0,λ=1.5",false,23
303,3.0,2.0,"α=3.0,λ=2.0",true,28
303,3.0,2.0,"α=3.0,λ=2.0",false,23
304,control,control,control,true,92
304,control,control,control,false,71
304,1.5,1.0,"α=1.5,λ=1.0",true,79
304,1.5,1.0,"α=1.5,λ=1.0",false,17
304,2.0,1.5,"α=2.0,λ=1.5",true,83
304,2.0,1.5,"α=2.0,λ=1.5",false,42
304,3.0,2.0,"α=3.0,λ=2.0",true,86
304,3.0,2.0,"α=3.0,λ=2.0",false,56
305,control,control,control,true,40
305,control,control,control,false,48
305,1.5,1.0,"α=1.5,λ=1.0",true,14
305,1.5,1.0,"α=1.5,λ=1.0",false,38
305,2.0,1.5,"α=2.0,λ=1.5",true,16
305,2.0,1.5,"α=2.0,λ=1.5",false,39
305,3.0,2.0,"α=3.0,λ=2.0",true,29
305,3.0,2.0,"α=3.0,λ=2.0",false,41
306,control,control,control,true,56
306,control,control,control,false,30
306,1.5,1.0,"α=1.5,λ=1.0",true,56
306,1.5,1.0,"α=1.5,λ=1.0",false,30
306,2.0,1.5,"α=2.0,λ=1.5",true,56
306,2.0,1.5,"α=2.0,λ=1.5",false,30
306,3.0,2.0,"α=3.0,λ=2.0",true,56
306,3.0,2.0,"α=3.0,λ=2.0",false,30
307,control,control,control,true,22
307,control,control,control,false,69
307,1.5,1.0,"α=1.5,λ=1.0",true,22
307,1.5,1.0,"α=1.5,λ=1.0",false,2
307,2.0,1.5,"α=2.0,λ=1.5",true,22
307,2.0,1.5,"α=2.0,λ=1.5",false,2
307,3.0,2.0,"α=3.0,λ=2.0",true,22
307,3.0,2.0,"α=3.0,λ=2.0",false,2
308,control,control,control,true,31
308,control,control,control,false,53
308,1.5,1.0,"α=1.5,λ=1.0",true,8
308,1.5,1.0,"α=1.5,λ=1.0",false,17
308,2.0,1.5,"α=2.0,λ=1.5",true,9
308,2.0,1.5,"α=2.0,λ=1.5",false,21
308,3.0,2.0,"α=3.0,λ=2.0",true,10
308,3.0,2.0,"α=3.0,λ=2.0",false,37
309,control,control,control,true,36
309,control,control,control,false,54
309,1.5,1.0,"α=1.5,λ=1.0",true,28
309,1.5,1.0,"α=1.5,λ=1.0",false,50
309,2.0,1.5,"α=2.0,λ=1.5",true,30
309,2.0,1.5,"α=2.0,λ=1.5",false,50
309,3.0,2.0,"α=3.0,λ=2.0",true,31
309,3.0,2.0,"α=3.0,λ=2.0",false,50
310,control,control,control,true,69
310,control,control,control,false,56
310,1.5,1.0,"α=1.5,λ=1.0",true,65
310,1.5,1.0,"α=1.5,λ=1.0",false,24
310,2.0,1.5,"α=2.0,λ=1.5",true,63
310,2.0,1.5,"α=2.0,λ=1.5",false,28
310,3.0,2.0,"α=3.0,λ=2.0",true,66
310,3.0,2.0,"α=3.0,λ=2.0",false,40
311,control,control,control,true,29
311,control,control,control,false,73
311,1.5,1.0,"α=1.5,λ=1.0",true,15
311,1.5,1.0,"α=1.5,λ=1.0",false,62
311,2.0,1.5,"α=2.0,λ=1.5",true,20
311,2.0,1.5,"α=2.0,λ=1.5",false,62
311,3.0,2.0,"α=3.0,λ=2.0",true,28
311,3.0,2.0,"α=3.0,λ=2.0",false,68
312,control,control,control,true,67
312,control,control,control,false,83
312,1.5,1.0,"α=1.5,λ=1.0",true,66
312,1.5,1.0,"α=1.5,λ=1.0",false,51
312,2.0,1.5,"α=2.0,λ=1.5",true,66
312,2.0,1.5,"α=2.0,λ=1.5",false,53
312,3.0,2.0,"α=3.0,λ=2.0",true,66
312,3.0,2.0,"α=3.0,λ=2.0",false,66
313,control,control,control,true,31
313,control,control,control,false,38
313,1.5,1.0,"α=1.5,λ=1.0",true,27
313,1.5,1.0,"α=1.5,λ=1.0",false,21
313,2.0,1.5,"α=2.0,λ=1.5",true,27
313,2.0,1.5,"α=2.0,λ=1.5",false,25
